Activity Totals Data Participant ID,Activity Totals Data Entry Date,Activity Totals Data Avg Normalized La,Activity Totals Data Avg Normalized Rw
1065,2020-08-26,157.82043498390533,169.55615443777774
967,2020-08-25,220.05990946800003,452.3491411147541
571,2020-08-24,274.36815055349405,622.6129789893491
1312,2020-08-24,579.2090063722104,587.39071749375
378,2020-08-23,213.76331116767437,676.1951490111111
49,2020-08-23,205.95581934993862,265.4556711537573
1294,2020-08-23,1203.2371810974853,771.8837608755557
493,2020-08-22,359.0559259202325,471.2651859213873
966,2020-08-22,1239.27738352,293.87684791479296
1223,2020-08-22,1480.714285164628,776.2836988491803
225,2020-08-22,689.8224624092121,710.0000762522727
400,2020-08-21,1132.389444884651,124.76120843181819
1383,2020-08-21,458.9444335556887,480.9243720795455
337,2020-08-21,861.8250193911905,642.1016935931035
219,2020-08-21,1150.507395114491,702.3393098941178
278,2020-08-21,210.16335915760482,377.5330918843931
1422,2020-08-21,450.8067220466667,567.9707490559999
1404,2020-08-21,527.1885712608889,80.81841196041668
1592,2020-08-21,702.1130299651221,385.26113086292145
503,2020-08-15,143.72440188098767,535.7746293917158
1376,2020-08-15,304.3952986242858,331.07006275223887
1320,2020-08-15,576.2236358096001,512.5091447449103
732,2020-08-15,228.1645436155814,0.11727468976377955
1533,2020-08-15,299.2564645476023,494.6569531540231
131,2020-08-15,0,160.3056711685864
130,2020-08-14,363.70564782891574,619.3288139791908
293,2020-08-14,131.880432852,118.13138243333334
1395,2020-08-14,1058.427439933125,811.663110836
236,2020-08-14,329.9164320919761,373.4765873777778
589,2020-08-12,293.8954329528572,399.4859914074866
1357,2020-08-10,359.2308536967599,591.4056581129412
189,2020-08-10,13.608798196831684,80.01161367384616
678,2020-08-10,229.59203976554227,465.52147665411775
718,2020-08-10,839.3316759354387,585.9888477733334
217,2020-08-09,789.1037980314633,622.1489779704547
1389,2020-08-09,330.6255979843904,258.2600917828571
581,2020-08-09,621.5479230081722,836.5419910473989
1214,2020-08-09,967.5389813128571,655.5049183911602
1396,2020-08-09,424.681642022036,339.7897638637362
1176,2020-08-09,673.1203313327811,559.4290136324327
367,2020-08-08,1279.072964001364,872.4056544223462
1032,2020-08-08,384.12585671790697,305.6977796382022
1271,2020-08-07,984.34989517425,600.5984917897142
1478,2020-08-07,600.5110136134133,623.6175765614458
65,2020-08-07,598.7919131900567,357.1164763350786
557,2020-08-07,763.5672948203637,466.3012736580644
372,2020-07-26,140.84597617167705,225.95150204235296
321,2020-07-26,164.43021154192778,197.81471999767444
1065,2020-07-25,137.25447075200003,143.60339968791206
571,2020-07-24,245.48470216909098,611.8968421285713
293,2020-07-23,120.91307641860467,119.78949379181287
443,2020-07-21,89.98863778902441,476.147871502825
1154,2020-07-20,418.19688454837205,486.0765387721926
967,2020-07-19,191.2984782856141,433.3827150189474
1234,2020-07-19,499.92185783321645,40.36807733626374
966,2020-07-19,1281.4639116320006,
1495,2020-07-18,959.3560473928816,458.3128934175439
400,2020-07-18,1010.0970753017752,127.24507223233533
219,2020-07-18,1128.7088973581067,649.33823950289
49,2020-07-18,224.18149900000006,273.92802855357144
1294,2020-07-18,1217.3827078111517,841.1194560033897
1074,2020-07-18,0,53.9577931882353
225,2020-07-18,698.1902181828572,735.4748127157895
1108,2020-07-17,1097.1563698831903,815.2679004444443
1383,2020-07-17,444.9709258479999,495.5661207620113
278,2020-07-17,185.77606461965323,349.5815842779661
1404,2020-07-17,443.7034445984946,89.16682695217393
1533,2020-07-17,339.781270605509,412.63242316424584
1223,2020-07-17,1873.1307751777013,822.0330051209303
718,2020-07-14,967.5778094057501,682.4213133146496
378,2020-07-13,288.53017555175,672.5750517349114
1214,2020-07-13,876.2964570226192,603.0460854133333
1357,2020-07-13,409.2908321156322,585.1443768248587
1395,2020-07-13,1064.9914930458756,703.0108256951543
732,2020-07-13,231.46458764300002,0
1204,2020-07-13,488.7188092802454,539.7458927666668
236,2020-07-13,372.87017727590364,399.2473658554218
131,2020-07-13,0.023128185185185186,178.95123043913043
503,2020-07-12,118.1807348988387,597.1405893707317
1389,2020-07-12,350.98190043151516,239.98508713882353
367,2020-07-12,1171.1865401068185,887.216387869663
1376,2020-07-12,343.2479239135714,324.18209511232885
678,2020-07-12,225.46113982683227,484.4116110278788
150,2020-07-11,68.27334297527273,649.9207397356724
493,2020-07-11,376.6719191715978,494.97673836257303
1422,2020-07-11,476.16415590790126,624.4914030890172
1032,2020-07-11,406.30852327380956,328.6289405943503
1308,2020-07-11,531.2154041646913,578.8448547628414
189,2020-07-11,6.576779430175439,53.59829169577465
1312,2020-07-11,595.3014231620339,609.3034581383783
217,2020-07-10,789.2894894502928,579.6637947326316
589,2020-07-10,285.6837808829379,368.45621024271844
581,2020-07-10,536.9132490411539,765.0909449586954
1396,2020-07-10,506.4041122598789,340.0097688525714
1176,2020-07-10,654.3090336290908,596.0462786107527
65,2020-07-10,580.7802817136843,460.18910987500004
1452,2020-03-18,455.69971348363634,443.585110849505
131,2020-03-18,0,153.5133161906542
1383,2020-03-17,511.4591051318182,490.8968779144384
1404,2020-03-15,704.3515859008602,86.34315054166666
546,2020-03-15,611.2183094747253,700.9975776577776
1352,2020-03-14,174.06240607200002,245.18598414269002
678,2020-03-14,261.3242781287742,508.89989210064516
1264,2020-03-14,181.9505775010169,354.8094200964284
447,2020-03-13,0,106.82047576603773
1390,2020-03-13,435.8194770434783,326.18560756292686
1395,2020-03-13,1193.9177470518239,1015.9211051894738
732,2020-03-13,323.92856954373343,0.09806356546762593
1446,2020-03-11,224.7442729133702,326.9534268917293
927,2020-03-10,796.7904044500788,746.2255629569231
1313,2020-03-09,366.1218331608939,334.51891673442617
293,2020-03-09,139.7470252,127.9998956069767
1214,2020-03-09,1122.3607488288528,702.7757072699454
1320,2020-03-09,565.9179264734884,442.4914202298851
1049,2020-03-09,167.28699015404254,678.2095734222222
130,2020-03-08,405.0671788875863,597.3313659318183
1357,2020-03-08,533.2084806763636,564.898905442623
65,2020-03-08,568.9705342144829,381.23335141989526
236,2020-03-08,369.3484716712729,325.63656434033146
278,2020-03-07,221.92545812331363,365.97078528520706
1308,2020-03-07,596.2277247646282,584.4996542105264
1364,2020-03-07,89.5780231135043,627.491877632258
1076,2020-03-02,22.318934295155277,209.58913912727274
1284,2020-03-01,230.74111488222223,261.45307149037035
1287,2020-03-01,580.854613450063,650.6453845358491
367,2020-02-29,1330.68939168575,1004.7232609383649
443,2020-02-27,85.76859227278689,574.061051403352
388,2020-02-27,232.86114593988447,236.03694143294115
150,2020-02-27,59.23106458222223,659.6866752897433
493,2020-02-27,496.9750971815585,573.9630069568628
378,2020-02-27,280.9510883917949,707.9177158136647
1471,2020-02-27,532.0902906617545,547.7353144730964
1444,2020-02-26,704.1340575715384,108.12507673374232
1487,2020-02-26,739.5300461469387,281.7392588201005
1494,2020-02-26,810.9981396651851,582.8845165814208
1312,2020-02-26,701.7169284448406,734.9094784296295
1502,2020-02-24,600.1811608282802,99.63373195393939
1065,2020-02-24,345.63003676230767,266.2124052074534
1054,2020-02-24,625.4219887098182,594.1646546266666
217,2020-02-23,785.4710510540261,719.6570924600002
503,2020-02-23,168.36306877506848,623.3552340567742
1422,2020-02-23,488.9063471852229,662.5883900878048
1294,2020-02-23,1266.8244721101887,932.8631532374999
557,2020-02-23,1459.0723406846153,758.2011937132075
1108,2020-02-22,1035.503806866923,874.031571576923
337,2020-02-22,896.6823972683637,730.3374153644172
589,2020-02-22,370.5991899064103,486.3753541452381
1480,2020-02-22,218.6637325593023,450.5427820228571
1253,2020-02-22,376.3772793074847,244.70366362588234
1176,2020-02-22,891.2023982776924,751.7689193209875
967,2020-02-20,304.027139508,516.1625627712706
1503,2020-02-20,300.98316923533974,472.7196740226415
372,2020-02-19,185.23420704509093,295.6485211682927
1409,2020-02-19,633.9358346702566,646.784338526708
400,2020-02-19,1186.5612693518988,143.0338317681529
1234,2020-02-19,541.4400957354433,287.8615378468572
49,2020-02-19,271.288868841697,275.38819617906995
731,2020-02-19,0,213.97559953483145
1495,2020-02-18,1086.9465782891953,701.5885550596491
966,2020-02-18,1182.745994447,341.8192215
1092,2020-02-17,428.0167666317241,482.6089484256881
718,2020-02-17,882.3240519570002,616.3941528070794
581,2020-02-16,754.3525885096296,835.9735103175759
106,2020-02-16,528.1663722639024,158.90490344615387
1469,2020-02-16,281.52567358430383,783.4006322828026
1395,2020-02-16,1377.3785617128394,1020.4967098063694
571,2020-02-16,290.4480275332485,666.6229491625
1074,2020-02-16,0,195.46782028466262
1533,2020-02-16,378.8500546681014,516.6026066000001
1223,2020-02-16,1872.0809611968677,904.085699747977
1254,2020-02-15,298.3663729932501,458.0631693760001
321,2020-02-15,205.94240326322583,199.84823423949047
1428,2020-02-15,306.9531923333333,580.1924597859874
1352,2020-02-14,219.54315562122449,283.35800828631585
1383,2020-02-14,681.599897442548,614.3802657407406
1237,2020-02-14,348.6290543834092,408.0929145244445
1014,2020-02-14,1208.480730184,873.6172876862277
1404,2020-02-14,810.4455302271606,88.57857702628573
732,2020-02-14,327.2614363882051,0.13325177500000002
678,2020-02-14,239.37541570624998,496.05562300124217
1264,2020-02-14,252.22186565165558,480.97236967810653
225,2020-02-14,731.151602913846,823.329008588679
1396,2020-02-13,742.2001716422085,436.0062407254658
1049,2020-02-12,344.1144825872393,723.4501770521213
1313,2020-02-10,455.20500902333333,446.5717110616352
130,2020-02-10,401.11830823824994,653.9695217243903
293,2020-02-10,145.88887275836734,131.9736344418301
1214,2020-02-10,1249.3669684920515,714.7555442523809
1271,2020-02-10,934.7465441623078,666.5421771150002
1452,2020-02-10,529.9867066316167,556.8859369552938
1320,2020-02-10,647.3881261644156,0
65,2020-02-10,582.9823540080519,446.63726082909096
236,2020-02-10,459.9426257509434,364.6359039874999
447,2020-02-09,0,114.32990527453416
1124,2020-02-09,152.24359180000005,453.69900807021287
1357,2020-02-09,733.9096903558491,664.3506782455698
131,2020-02-09,0.06986976223776224,194.91003745698328
1389,2020-02-08,318.4004148573078,232.2867464224299
189,2020-02-08,1.3032229565217395,52.465998695652175
1204,2020-02-08,634.3850774005097,576.8825961156627
278,2020-02-07,243.79569814658072,389.07674247
1446,2020-02-07,350.6325807327274,473.1704220125
1308,2020-02-07,683.5891050130062,692.3066456369942
367,2020-01-31,1326.4713611734178,942.8619587705523
557,2020-01-31,1046.1148403207692,700.3254921672728
1471,2020-01-30,501.3280410146835,651.7460556593549
503,2020-01-29,172.36883825637582,665.3767479256409
1487,2020-01-28,1030.619397252,382.1040954078212
1364,2020-01-28,114.38318903270441,666.3213761157233
388,2020-01-26,290.85327855153844,299.64183317350995
150,2020-01-26,74.68817755038462,671.6096405884617
1312,2020-01-26,609.6632840595403,644.9806335766082
1463,2020-01-25,374.55425190037045,247.91316813928574
1502,2020-01-25,694.4738060197437,110.06378451818183
493,2020-01-25,520.6246882285,585.461406620253
1103,2020-01-25,1004.156985494359,264.25730579285715
581,2020-01-25,792.2274990224203,893.624556792453
1422,2020-01-25,579.7394745508861,629.5572475371071
1154,2020-01-25,566.9431615361964,583.1326107828222
326,2020-01-25,0,72.3481249407821
1054,2020-01-25,646.3277945890447,612.8583602188679
1076,2020-01-24,53.795377167586224,219.51199528253966
1065,2020-01-21,287.2055639881927,294.60801712955987
217,2020-01-20,1003.9326547238711,647.1977253585368
1108,2020-01-20,1017.6224513561292,877.8819112455695
337,2020-01-20,1040.7007695699363,730.6026456301888
589,2020-01-20,361.41996063270443,457.8046065410405
1176,2020-01-20,895.6067391503185,788.9207994782611
1409,2020-01-19,612.459980407436,692.9748132754717
1494,2020-01-19,729.4170127461729,622.8806858
1092,2020-01-19,413.16362553914126,404.705409321212
372,2020-01-18,225.27281510116129,302.76385416315793
443,2020-01-18,100.83383962485439,601.3496318640777
967,2020-01-18,320.3073994374194,541.6575362776472
1444,2020-01-18,766.7818274643038,135.35029770552148
1234,2020-01-18,458.40751284687894,389.3514260426967
49,2020-01-18,249.53240232050643,321.43044079751553
106,2020-01-18,628.4655189820859,172.6415447957895
1294,2020-01-18,1316.3384973295003,864.854327548538
1074,2020-01-18,0,231.2025023975
546,2020-01-18,684.0191468606371,785.3602052227849
1253,2020-01-17,461.4687240828026,277.7089576588957
966,2020-01-17,1176.258469118,395.08172423750005
1469,2020-01-17,386.3363411548052,705.6914215204969
1395,2020-01-17,1224.6798220898795,870.2700791333335
571,2020-01-17,259.56241177703225,665.5809469910828
1223,2020-01-17,1974.4607244664194,978.9235754414635
489,2020-01-15,0,0
378,2020-01-14,226.7658189916456,707.8216907544911
447,2020-01-13,0,104.69632226496813
1495,2020-01-13,1150.488575160258,833.7205260679244
1383,2020-01-13,669.5139917444587,638.5937495428572
1237,2020-01-13,438.4563875447743,456.53706395250003
1014,2020-01-13,1371.8629995523077,910.6970792872729
1376,2020-01-13,392.5331384487805,466.2728657745455
1404,2020-01-13,786.3183434337889,97.41287619016394
732,2020-01-13,288.52323843051283,0.08054231884057973
65,2020-01-13,559.721254747,454.8569907801105
1271,2020-01-12,911.1037472152258,644.9582035776397
1452,2020-01-12,601.1200706425317,581.3383883538463
1264,2020-01-12,291.31345509192056,439.18079243440866
1428,2020-01-12,271.6150852686793,563.2599913484275
1297,2020-01-11,517.4264814807619,606.7963631921572
1313,2020-01-11,427.0758879783225,453.1415386886077
1254,2020-01-11,319.19204085403976,537.8705106941936
1357,2020-01-11,734.577538894634,652.02278584
321,2020-01-11,213.98381373291141,184.92634136315792
1396,2020-01-11,730.889013035528,415.40926099363054
1049,2020-01-11,402.23755934062893,752.4996483222222
1352,2020-01-10,153.3449590418543,312.7334325732485
130,2020-01-10,394.991502015443,621.8318865037036
293,2020-01-10,143.60560737610064,142.05089378974358
1214,2020-01-10,1143.249748870769,728.6532406506027
1320,2020-01-10,538.7084142979487,494.5745779901234
236,2020-01-10,420.6166640732076,388.7807615160495
225,2020-01-10,750.7043364057895,833.8769450641026
131,2020-01-10,0,192.3125138453608
927,2020-01-08,841.9534809216668,863.8737587284917
1389,2020-01-06,419.755318762564,355.22618744528296
278,2020-01-06,224.64457332597397,391.7194770410256
1308,2020-01-06,801.2485630592503,772.0999235903031
1429,2020-01-06,237.31007099307692,408.94362335272734
1284,2020-01-05,299.9052893796226,337.28873004363646
1204,2020-01-04,581.8510329912426,613.7344778931678
208,2019-12-31,174.02479148000006,23.265161339130433
1054,2019-12-30,688.433202108387,601.3762261454544
1503,2019-12-28,398.29608639088593,447.4981442981366
1471,2019-12-27,539.3798487096203,647.4540684256409
493,2019-12-24,479.89107318076924,539.3809423974026
1487,2019-12-24,892.8460116533337,495.96942179999996
1103,2019-12-24,1246.3359410030382,319.28868299
581,2019-12-24,730.0520025771428,927.0420555620254
1312,2019-12-24,600.7497801595349,669.8732312024392
1364,2019-12-24,132.34260152596275,653.7882771300002
503,2019-12-23,145.00676390297298,603.5502377786163
1409,2019-12-23,558.0803153453846,656.1047278773005
150,2019-12-23,43.992528096800015,605.2699558188679
731,2019-12-23,0,386.0433645834394
1463,2019-12-22,331.7247201851163,274.45454690769236
557,2019-12-22,1215.3154303984616,693.6039551622642
217,2019-12-21,1008.3736214864938,741.6380686731708
1422,2019-12-21,491.7162829841027,652.4003114850002
1092,2019-12-21,442.1086741622223,437.65647010909083
1108,2019-12-20,1077.7866448989876,906.3800956871796
367,2019-12-20,1246.165629146,965.773656700621
337,2019-12-20,1002.3082708965604,711.221834483019
